name,latitude,longitude,date_of_occurrence
OTHER OFFENSE,41.908109053,-87.63753581,2024-07-07T09:28:00.000
BATTERY,41.702533862,-87.629217448,2024-07-07T09:29:00.000
MOTOR VEHICLE THEFT,41.739490895,-87.717997304,2024-07-07T09:30:00.000
MOTOR VEHICLE THEFT,41.902825535,-87.707483151,2024-07-07T09:30:00.000
DECEPTIVE PRACTICE,41.94959267,-87.675580718,2024-07-07T09:30:00.000
THEFT,41.974530941,-87.73560598,2024-07-07T09:34:00.000
NARCOTICS,41.974530941,-87.73560598,2024-07-07T09:34:00.000
OTHER OFFENSE,41.877043679,-87.729061272,2024-07-07T09:49:00.000
ASSAULT,41.777961205,-87.611968161,2024-07-07T09:50:00.000
MOTOR VEHICLE THEFT,41.745285797,-87.581718057,2024-07-07T09:51:00.000
MOTOR VEHICLE THEFT,41.745285797,-87.581718057,2024-07-07T09:51:00.000
ASSAULT,41.716174486,-87.57093728,2024-07-07T09:57:00.000
MOTOR VEHICLE THEFT,41.767554672,-87.613690314,2024-07-07T10:00:00.000
CRIMINAL DAMAGE,41.906431981,-87.710607226,2024-07-07T10:00:00.000
THEFT,41.941410686,-87.644444218,2024-07-07T10:00:00.000
ASSAULT,41.690700528,-87.628804636,2024-07-07T10:00:00.000
THEFT,41.977671062,-87.694967509,2024-07-07T10:00:00.000
THEFT,41.925078949,-87.673734337,2024-07-07T10:02:00.000
BATTERY,41.821174571,-87.613589189,2024-07-07T10:03:00.000
CRIMINAL TRESPASS,41.932012618,-87.640940116,2024-07-07T10:03:00.000
THEFT,41.932191946,-87.64474923,2024-07-07T10:12:00.000
KIDNAPPING,41.737488826,-87.612930551,2024-07-07T10:14:00.000
THEFT,41.968182419,-87.682405512,2024-07-07T10:15:00.000
DECEPTIVE PRACTICE,41.753369537,-87.708962817,2024-07-07T10:19:00.000
OTHER OFFENSE,41.722578383,-87.662706548,2024-07-07T10:20:00.000
THEFT,41.7211947,-87.664024973,2024-07-07T10:24:00.000
THEFT,41.890939962,-87.66979595,2024-07-07T10:30:00.000
THEFT,41.7211947,-87.664024973,2024-07-07T10:30:00.000
THEFT,41.808634077,-87.645527495,2024-07-07T10:30:00.000
MOTOR VEHICLE THEFT,41.944145066,-87.67695999,2024-07-07T10:30:00.000
THEFT,41.890986027,-87.62113571,2024-07-07T10:37:00.000
CRIMINAL DAMAGE,41.853483443,-87.725788701,2024-07-07T10:37:00.000
THEFT,41.893281677,-87.627596446,2024-07-07T10:39:00.000
OTHER OFFENSE,41.747096255,-87.606333332,2024-07-07T10:45:00.000
THEFT,41.754261144,-87.555552254,2024-07-07T10:45:00.000
THEFT,41.78018541,-87.703170178,2024-07-07T10:50:00.000
BATTERY,41.779623837,-87.594629708,2024-07-07T10:50:00.000
BATTERY,41.750469033,-87.607640217,2024-07-07T11:00:00.000
MOTOR VEHICLE THEFT,41.785008345,-87.623835131,2024-07-07T11:00:00.000
MOTOR VEHICLE THEFT,41.898507986,-87.764282829,2024-07-07T11:00:00.000
CRIMINAL DAMAGE,41.899308348,-87.767978307,2024-07-07T11:00:00.000
THEFT,41.887640628,-87.619340283,2024-07-07T11:00:00.000
MOTOR VEHICLE THEFT,41.693938834,-87.661338157,2024-07-07T11:00:00.000
THEFT,41.758810809,-87.581886455,2024-07-07T11:00:00.000
MOTOR VEHICLE THEFT,41.77665398,-87.693328046,2024-07-07T11:00:00.000
BATTERY,41.867783702,-87.660309965,2024-07-07T11:02:00.000
NARCOTICS,41.89036442,-87.628021535,2024-07-07T11:04:00.000
THEFT,41.880173915,-87.647312948,2024-07-07T11:05:00.000
ASSAULT,41.722385688,-87.581893417,2024-07-07T11:06:00.000
THEFT,41.72233542,-87.585546099,2024-07-07T11:06:00.000
BATTERY,41.955626751,-87.774418261,2024-07-07T11:10:00.000
BATTERY,41.888676095,-87.636913058,2024-07-07T11:14:00.000
THEFT,41.755331593,-87.647801108,2024-07-07T11:21:00.000
DECEPTIVE PRACTICE,41.898175531,-87.636277251,2024-07-07T11:28:00.000
ASSAULT,41.878800861,-87.638485424,2024-07-07T11:30:00.000
THEFT,41.817538761,-87.624679453,2024-07-07T11:30:00.000
ASSAULT,41.855947302,-87.723625357,2024-07-07T11:30:00.000
BATTERY,41.728866416,-87.585474026,2024-07-07T11:40:00.000
CRIMINAL DAMAGE,41.910469993,-87.751659833,2024-07-07T11:43:00.000
OTHER OFFENSE,41.75089655,-87.627813307,2024-07-07T11:47:00.000
THEFT,41.867344428,-87.632294763,2024-07-07T11:48:00.000
BATTERY,41.816855505,-87.603219097,2024-07-07T11:50:00.000
ASSAULT,41.804202156,-87.723786093,2024-07-07T11:50:00.000
ASSAULT,41.798417377,-87.618596866,2024-07-07T11:55:00.000
BATTERY,41.891891884,-87.773832004,2024-07-07T11:57:00.000
WEAPONS VIOLATION,41.90438715,-87.732164747,2024-07-07T11:57:00.000
DECEPTIVE PRACTICE,41.778726016,-87.718469289,2024-07-07T12:00:00.000
ASSAULT,41.95523101,-87.748411134,2024-07-07T12:00:00.000
CRIMINAL DAMAGE,41.81219574,-87.622915252,2024-07-07T12:00:00.000
OTHER OFFENSE,41.779112173,-87.693695901,2024-07-07T12:00:00.000
DECEPTIVE PRACTICE,41.950173229,-87.645404919,2024-07-07T12:00:00.000
CRIMINAL DAMAGE,41.754638316,-87.562653979,2024-07-07T12:00:00.000
DECEPTIVE PRACTICE,41.695908161,-87.595822806,2024-07-07T12:00:00.000
MOTOR VEHICLE THEFT,41.87403469,-87.747885298,2024-07-07T12:00:00.000
MOTOR VEHICLE THEFT,41.909163205,-87.695735023,2024-07-07T12:00:00.000
MOTOR VEHICLE THEFT,41.653600988,-87.618333954,2024-07-07T12:00:00.000
THEFT,41.752315432,-87.614981988,2024-07-07T12:00:00.000
OTHER OFFENSE,41.764078746,-87.572544048,2024-07-07T12:00:00.000
THEFT,41.940318272,-87.644408194,2024-07-07T12:00:00.000
THEFT,41.766180812,-87.582126694,2024-07-07T12:00:00.000
THEFT,41.806717911,-87.751693322,2024-07-07T12:00:00.000
DECEPTIVE PRACTICE,41.952769102,-87.794897982,2024-07-07T12:00:00.000
WEAPONS VIOLATION,41.861991752,-87.711636999,2024-07-07T12:01:00.000
ASSAULT,41.80462016,-87.684368169,2024-07-07T12:03:00.000
OTHER OFFENSE,41.905316004,-87.757040602,2024-07-07T12:04:00.000
ROBBERY,41.751717281,-87.567002336,2024-07-07T12:05:00.000
NARCOTICS,41.894947554,-87.754717022,2024-07-07T12:06:00.000
OTHER OFFENSE,41.931761099,-87.655819443,2024-07-07T12:10:00.000
BATTERY,41.795944444,-87.642769708,2024-07-07T12:10:00.000
ROBBERY,41.723340547,-87.625074428,2024-07-07T12:10:00.000
BATTERY,41.860582253,-87.732982704,2024-07-07T12:26:00.000
ROBBERY,41.915259074,-87.634136763,2024-07-07T12:30:00.000
CRIMINAL DAMAGE,41.762779972,-87.645562915,2024-07-07T12:35:00.000
DECEPTIVE PRACTICE,41.788987036,-87.74147999,2024-07-07T12:40:00.000
BATTERY,41.749076435,-87.589424482,2024-07-07T12:40:00.000
THEFT,41.793686636,-87.694104755,2024-07-07T12:55:00.000
BATTERY,41.998371665,-87.660569111,2024-07-07T13:00:00.000
ASSAULT,41.750605717,-87.587416897,2024-07-07T13:00:00.000
DECEPTIVE PRACTICE,41.851378633,-87.68562086,2024-07-07T13:00:00.000
BATTERY,41.688475734,-87.703150689,2024-07-07T13:00:00.000
MOTOR VEHICLE THEFT,41.772469286,-87.726260532,2024-07-07T13:00:00.000
THEFT,41.877981539,-87.644608125,2024-07-07T13:00:00.000
THEFT,41.981051896,-87.668375719,2024-07-07T13:02:00.000
THEFT,41.89804054,-87.624091323,2024-07-07T13:03:00.000
DECEPTIVE PRACTICE,41.867428687,-87.626342565,2024-07-07T13:03:00.000
CRIMINAL DAMAGE,42.020820517,-87.670721657,2024-07-07T13:05:00.000
BATTERY,41.874728422,-87.707199231,2024-07-07T13:07:00.000
DECEPTIVE PRACTICE,41.880771503,-87.722016048,2024-07-07T13:07:00.000
CRIMINAL DAMAGE,41.760087101,-87.688013153,2024-07-07T13:08:00.000
THEFT,41.86821682,-87.6304532,2024-07-07T13:14:00.000
THEFT,41.86928729,-87.664964304,2024-07-07T13:15:00.000
BATTERY,41.791484299,-87.656022544,2024-07-07T13:15:00.000
CRIMINAL TRESPASS,41.778252393,-87.751353005,2024-07-07T13:15:00.000
DECEPTIVE PRACTICE,41.73326527,-87.664207427,2024-07-07T13:15:00.000
THEFT,41.947227914,-87.655424114,2024-07-07T13:24:00.000
BATTERY,41.949343283,-87.7825311,2024-07-07T13:25:00.000
CRIMINAL DAMAGE,41.863235129,-87.624061274,2024-07-07T13:30:00.000
CRIMINAL DAMAGE,41.881858277,-87.724091496,2024-07-07T13:30:00.000
BATTERY,41.796177943,-87.717114302,2024-07-07T13:30:00.000
CRIMINAL DAMAGE,41.962997708,-87.654760597,2024-07-07T13:30:00.000
ASSAULT,41.882412598,-87.75269289,2024-07-07T13:31:00.000
ROBBERY,41.846388253,-87.635276214,2024-07-07T13:35:00.000
THEFT,41.801250732,-87.672431169,2024-07-07T13:39:00.000
ASSAULT,41.726058329,-87.551163198,2024-07-07T13:40:00.000
OTHER OFFENSE,42.004136911,-87.81922627,2024-07-07T13:40:00.000
NARCOTICS,41.857053594,-87.724209515,2024-07-07T13:42:00.000
THEFT,41.866988841,-87.657205006,2024-07-07T13:42:00.000
THEFT,41.692486813,-87.63145064,2024-07-07T13:45:00.000
ASSAULT,41.98526657,-87.717493754,2024-07-07T13:46:00.000
THEFT,41.774327672,-87.742142692,2024-07-07T13:48:00.000
ASSAULT,41.867214518,-87.642557607,2024-07-07T13:50:00.000
BATTERY,41.881734899,-87.751634091,2024-07-07T13:51:00.000
CRIMINAL TRESPASS,41.947225886,-87.655545441,2024-07-07T13:58:00.000
MOTOR VEHICLE THEFT,41.993155402,-87.656908679,2024-07-07T13:58:00.000
CRIMINAL DAMAGE,41.746797431,-87.657635764,2024-07-07T14:00:00.000
THEFT,41.740825684,-87.643756311,2024-07-07T14:00:00.000
ASSAULT,41.95529191,-87.762141971,2024-07-07T14:00:00.000
THEFT,41.709005266,-87.622133468,2024-07-07T14:00:00.000
BATTERY,41.69522655,-87.642467755,2024-07-07T14:00:00.000
CRIMINAL DAMAGE,41.879293045,-87.741532394,2024-07-07T14:00:00.000
THEFT,41.867234113,-87.641254066,2024-07-07T14:00:00.000
DECEPTIVE PRACTICE,41.829637888,-87.6850145,2024-07-07T14:00:00.000
CRIMINAL DAMAGE,41.945047856,-87.759961761,2024-07-07T14:00:00.000
OTHER OFFENSE,41.910888011,-87.677473488,2024-07-07T14:01:00.000
OTHER OFFENSE,41.694015816,-87.655753591,2024-07-07T14:05:00.000
OTHER OFFENSE,41.902099008,-87.634794626,2024-07-07T14:09:00.000
THEFT,41.963377165,-87.715656575,2024-07-07T14:12:00.000
THEFT,41.906763691,-87.650679924,2024-07-07T14:12:00.000
THEFT,41.903996883,-87.643230238,2024-07-07T14:20:00.000
OTHER OFFENSE,41.829929212,-87.724198877,2024-07-07T14:20:00.000
BATTERY,41.859545007,-87.650932747,2024-07-07T14:29:00.000
THEFT,41.967138396,-87.710884153,2024-07-07T14:30:00.000
THEFT,41.736515938,-87.613582605,2024-07-07T14:30:00.000
THEFT,41.801895518,-87.58769156,2024-07-07T14:32:00.000
THEFT,41.80182586,-87.590494422,2024-07-07T14:35:00.000
THEFT,41.876607964,-87.627644063,2024-07-07T14:40:00.000
NARCOTICS,41.792149173,-87.669789042,2024-07-07T14:40:00.000
BATTERY,41.908390755,-87.753464136,2024-07-07T14:45:00.000
CRIMINAL DAMAGE,41.854300359,-87.622812886,2024-07-07T14:45:00.000
NARCOTICS,41.888656952,-87.749140044,2024-07-07T14:47:00.000
NARCOTICS,41.882164833,-87.770729386,2024-07-07T14:53:00.000
THEFT,41.896667744,-87.628885133,2024-07-07T14:55:00.000
NARCOTICS,41.756039436,-87.648229712,2024-07-07T14:58:00.000
CRIMINAL DAMAGE,41.71202569,-87.617540357,2024-07-07T15:00:00.000
BATTERY,41.990041584,-87.65891695,2024-07-07T15:00:00.000
CRIMINAL DAMAGE,41.86564376,-87.730049737,2024-07-07T15:00:00.000
ASSAULT,41.728216153,-87.643396613,2024-07-07T15:00:00.000
MOTOR VEHICLE THEFT,41.854822871,-87.657553398,2024-07-07T15:00:00.000
THEFT,41.801214938,-87.616137841,2024-07-07T15:00:00.000
BURGLARY,41.703131089,-87.715901534,2024-07-07T15:00:00.000
BATTERY,41.776071824,-87.739776668,2024-07-07T15:00:00.000
MOTOR VEHICLE THEFT,41.80966915,-87.594346975,2024-07-07T15:00:00.000
BATTERY,41.793722919,-87.775324673,2024-07-07T15:00:00.000
MOTOR VEHICLE THEFT,41.965626736,-87.67408474,2024-07-07T15:00:00.000
CRIMINAL DAMAGE,41.803058246,-87.61337019,2024-07-07T15:00:00.000
CRIMINAL SEXUAL ASSAULT,41.936335635,-87.650710119,2024-07-07T15:00:00.000
THEFT,41.897323239,-87.655728108,2024-07-07T15:00:00.000
ROBBERY,41.735478834,-87.643601006,2024-07-07T15:00:00.000
BATTERY,41.804133114,-87.703859846,2024-07-07T15:00:00.000
CRIMINAL DAMAGE,41.961342741,-87.727838934,2024-07-07T15:05:00.000
THEFT,41.797013674,-87.663449372,2024-07-07T15:06:00.000
ASSAULT,41.978247133,-87.668342378,2024-07-07T15:15:00.000
THEFT,41.901151038,-87.770478266,2024-07-07T15:18:00.000
THEFT,41.979006297,-87.906463155,2024-07-07T15:23:00.000
THEFT,41.895732399,-87.687784384,2024-07-07T15:27:00.000
THEFT,41.800905914,-87.683664799,2024-07-07T15:30:00.000
BATTERY,41.91867712,-87.771882189,2024-07-07T15:30:00.000
CRIMINAL TRESPASS,41.965249692,-87.668187079,2024-07-07T15:32:00.000
ROBBERY,41.755500696,-87.63441848,2024-07-07T15:40:00.000
CRIMINAL DAMAGE,41.768087313,-87.646917522,2024-07-07T15:41:00.000
THEFT,41.946648722,-87.702084879,2024-07-07T15:45:00.000
OTHER OFFENSE,41.747795058,-87.668230481,2024-07-07T15:45:00.000
CRIMINAL DAMAGE,41.856042893,-87.716345415,2024-07-07T15:48:00.000
OTHER OFFENSE,41.938047244,-87.803346673,2024-07-07T15:48:00.000
DECEPTIVE PRACTICE,41.983165086,-87.690076049,2024-07-07T15:54:00.000
BATTERY,41.962164941,-87.649919737,2024-07-07T15:58:00.000
CRIMINAL TRESPASS,41.868876208,-87.617691379,2024-07-07T15:58:00.000
BATTERY,41.844162699,-87.695199039,2024-07-07T16:00:00.000
THEFT,41.978898892,-87.670479733,2024-07-07T16:00:00.000
MOTOR VEHICLE THEFT,41.908543264,-87.649977652,2024-07-07T16:00:00.000
THEFT,41.944388459,-87.660225353,2024-07-07T16:00:00.000
OTHER OFFENSE,41.671275391,-87.65143518,2024-07-07T16:00:00.000
MOTOR VEHICLE THEFT,41.969050446,-87.696256031,2024-07-07T16:00:00.000
ROBBERY,41.923079929,-87.765956943,2024-07-07T16:00:00.000
BURGLARY,41.951788483,-87.668985092,2024-07-07T16:00:00.000
ASSAULT,41.763261273,-87.615233781,2024-07-07T16:00:00.000
MOTOR VEHICLE THEFT,41.906297608,-87.650291815,2024-07-07T16:00:00.000
CRIMINAL DAMAGE,41.800315997,-87.585762416,2024-07-07T16:00:00.000
THEFT,41.702696883,-87.527856005,2024-07-07T16:00:00.000
BATTERY,41.763484107,-87.637623404,2024-07-07T16:04:00.000
THEFT,41.890384236,-87.624109917,2024-07-07T16:05:00.000
THEFT,41.852198325,-87.674377204,2024-07-07T16:13:00.000
CRIMINAL DAMAGE,41.700474992,-87.560778046,2024-07-07T16:14:00.000
THEFT,41.944585867,-87.663950526,2024-07-07T16:15:00.000
OTHER OFFENSE,41.776832515,-87.683577859,2024-07-07T16:15:00.000
THEFT,41.892816145,-87.624193198,2024-07-07T16:16:00.000
THEFT,41.90332046,-87.669061664,2024-07-07T16:20:00.000
WEAPONS VIOLATION,41.857036951,-87.725211795,2024-07-07T16:27:00.000
THEFT,41.789204622,-87.703437543,2024-07-07T16:27:00.000
THEFT,41.86821682,-87.6304532,2024-07-07T16:29:00.000
BURGLARY,41.890535645,-87.654613571,2024-07-07T16:30:00.000
ASSAULT,41.857275654,-87.661664549,2024-07-07T16:30:00.000
ASSAULT,41.772998982,-87.576478539,2024-07-07T16:30:00.000
BATTERY,41.84647298,-87.693649291,2024-07-07T16:31:00.000
BATTERY,41.791535556,-87.676667387,2024-07-07T16:32:00.000
CRIMINAL TRESPASS,41.78528946,-87.606034015,2024-07-07T16:33:00.000
BATTERY,41.750832464,-87.605224746,2024-07-07T16:36:00.000
THEFT,41.695908161,-87.595822806,2024-07-07T16:36:00.000
NARCOTICS,41.876912585,-87.628092356,2024-07-07T16:39:00.000
THEFT,41.695418747,-87.638840751,2024-07-07T16:40:00.000
BATTERY,41.978277934,-87.77395176,2024-07-07T16:42:00.000
THEFT,41.7211947,-87.664024973,2024-07-07T16:44:00.000
ASSAULT,41.755913646,-87.657573136,2024-07-07T16:45:00.000
THEFT,41.97551745,-87.729569215,2024-07-07T16:45:00.000
OTHER OFFENSE,41.766776804,-87.660585923,2024-07-07T16:47:00.000
THEFT,41.732098191,-87.642288952,2024-07-07T16:47:00.000
BATTERY,41.909664252,-87.742728815,2024-07-07T16:50:00.000
THEFT,41.794238445,-87.752543269,2024-07-07T16:50:00.000
ASSAULT,41.760087101,-87.688013153,2024-07-07T16:52:00.000
CRIMINAL DAMAGE,41.754426604,-87.56628477,2024-07-07T16:55:00.000
ASSAULT,41.914024263,-87.73256664,2024-07-07T16:55:00.000
MOTOR VEHICLE THEFT,41.717270715,-87.649180051,2024-07-07T17:00:00.000
BURGLARY,41.775000748,-87.703044959,2024-07-07T17:00:00.000
OTHER OFFENSE,41.77282959,-87.623012547,2024-07-07T17:00:00.000
MOTOR VEHICLE THEFT,41.965618546,-87.734703859,2024-07-07T17:00:00.000
CRIMINAL DAMAGE,41.908510477,-87.735076062,2024-07-07T17:00:00.000
THEFT,41.89804054,-87.624091323,2024-07-07T17:00:00.000
CRIMINAL DAMAGE,41.958971937,-87.653365753,2024-07-07T17:00:00.000
MOTOR VEHICLE THEFT,41.866216769,-87.621623622,2024-07-07T17:00:00.000
BATTERY,41.79473381,-87.620244031,2024-07-07T17:00:00.000
THEFT,41.986107062,-87.658094107,2024-07-07T17:00:00.000
ARSON,41.987519882,-87.77666634,2024-07-07T17:03:00.000
OTHER OFFENSE,41.77751713,-87.610737619,2024-07-07T17:07:00.000
OTHER OFFENSE,41.777362828,-87.755621207,2024-07-07T17:09:00.000
ASSAULT,41.802031713,-87.59049938,2024-07-07T17:10:00.000
OFFENSE INVOLVING CHILDREN,41.815630302,-87.621380589,2024-07-07T17:14:00.000
THEFT,41.882089998,-87.625703578,2024-07-07T17:15:00.000
CRIMINAL DAMAGE,41.751771745,-87.563245313,2024-07-07T17:15:00.000
INTERFERENCE WITH PUBLIC OFFICER,41.722768695,-87.624461642,2024-07-07T17:17:00.000
ASSAULT,41.851461076,-87.671679648,2024-07-07T17:20:00.000
BATTERY,41.749440254,-87.685276038,2024-07-07T17:28:00.000
THEFT,41.950320001,-87.647002452,2024-07-07T17:30:00.000
MOTOR VEHICLE THEFT,41.893454768,-87.66008093,2024-07-07T17:30:00.000
MOTOR VEHICLE THEFT,41.886633576,-87.659781634,2024-07-07T17:34:00.000
CRIMINAL DAMAGE,41.928675243,-87.757106021,2024-07-07T17:39:00.000
CRIMINAL DAMAGE,41.778686977,-87.720922418,2024-07-07T17:40:00.000
THEFT,41.929743818,-87.684273777,2024-07-07T17:44:00.000
OTHER OFFENSE,41.855190551,-87.623871195,2024-07-07T17:45:00.000
ASSAULT,41.855190551,-87.623871195,2024-07-07T17:45:00.000
CRIMINAL DAMAGE,41.75050077,-87.610062219,2024-07-07T17:47:00.000
ASSAULT,41.891557116,-87.635937868,2024-07-07T17:49:00.000
BATTERY,41.769373492,-87.573940462,2024-07-07T17:50:00.000
DECEPTIVE PRACTICE,41.950781768,-87.698151062,2024-07-07T17:53:00.000
THEFT,41.871732355,-87.716447897,2024-07-07T17:56:00.000
OTHER OFFENSE,41.744554901,-87.645079548,2024-07-07T18:00:00.000
CRIMINAL DAMAGE,41.743050207,-87.664930307,2024-07-07T18:00:00.000
ASSAULT,41.701983347,-87.565128671,2024-07-07T18:00:00.000
THEFT,41.891037284,-87.618343879,2024-07-07T18:00:00.000
THEFT,41.846662384,-87.636583487,2024-07-07T18:00:00.000
THEFT,41.81809427,-87.639707016,2024-07-07T18:00:00.000
MOTOR VEHICLE THEFT,41.798879058,-87.585504059,2024-07-07T18:00:00.000
THEFT,41.961216739,-87.703900817,2024-07-07T18:00:00.000
CRIMINAL DAMAGE,41.959590364,-87.765666267,2024-07-07T18:00:00.000
BURGLARY,41.77453796,-87.594519432,2024-07-07T18:00:00.000
MOTOR VEHICLE THEFT,41.762800086,-87.601295784,2024-07-07T18:00:00.000
OTHER OFFENSE,41.904865042,-87.764564346,2024-07-07T18:00:00.000
THEFT,41.762800086,-87.601295784,2024-07-07T18:00:00.000
ROBBERY,41.676798226,-87.617780756,2024-07-07T18:02:00.000
ROBBERY,41.953834638,-87.714469361,2024-07-07T18:10:00.000
OTHER OFFENSE,41.744554901,-87.645079548,2024-07-07T18:10:00.000
BATTERY,41.87527717,-87.764683557,2024-07-07T18:12:00.000
ASSAULT,41.917467509,-87.75595394,2024-07-07T18:15:00.000
NARCOTICS,41.753583795,-87.563366582,2024-07-07T18:15:00.000
THEFT,41.707062135,-87.631482564,2024-07-07T18:17:00.000
NARCOTICS,41.887209971,-87.765954936,2024-07-07T18:18:00.000
ASSAULT,41.910107045,-87.707676543,2024-07-07T18:19:00.000
THEFT,41.958302566,-87.683734045,2024-07-07T18:20:00.000
BATTERY,41.668758609,-87.620197584,2024-07-07T18:27:00.000
THEFT,41.815020895,-87.631159867,2024-07-07T18:30:00.000
MOTOR VEHICLE THEFT,41.964822514,-87.692963156,2024-07-07T18:30:00.000
THEFT,41.859986969,-87.733549927,2024-07-07T18:30:00.000
CRIMINAL DAMAGE,41.748472119,-87.603888197,2024-07-07T18:31:00.000
OTHER OFFENSE,41.867428687,-87.626342565,2024-07-07T18:32:00.000
NARCOTICS,41.856790413,-87.708424071,2024-07-07T18:35:00.000
THEFT,41.944512421,-87.65054571,2024-07-07T18:35:00.000
THEFT,41.80950879,-87.608371773,2024-07-07T18:35:00.000
THEFT,41.838227796,-87.632282365,2024-07-07T18:36:00.000
BATTERY,41.902763813,-87.71534114,2024-07-07T18:40:00.000
BATTERY,41.712849916,-87.564578102,2024-07-07T18:40:00.000
BATTERY,41.857311531,-87.653768313,2024-07-07T18:42:00.000
ASSAULT,41.747719659,-87.596923115,2024-07-07T18:44:00.000
ASSAULT,41.832329279,-87.616983146,2024-07-07T18:45:00.000
CRIMINAL DAMAGE,41.742963833,-87.614701485,2024-07-07T18:50:00.000
OTHER OFFENSE,41.833209946,-87.679034009,2024-07-07T18:50:00.000
WEAPONS VIOLATION,41.883754756,-87.701279493,2024-07-07T18:50:00.000
OTHER OFFENSE,41.902261835,-87.70677235,2024-07-07T18:53:00.000
CRIMINAL TRESPASS,41.755613227,-87.634420924,2024-07-07T18:57:00.000
OBSCENITY,41.957478823,-87.780597044,2024-07-07T18:59:00.000
THEFT,41.983958472,-87.712563052,2024-07-07T19:00:00.000
CRIMINAL SEXUAL ASSAULT,41.77983981,-87.706715272,2024-07-07T19:00:00.000
MOTOR VEHICLE THEFT,41.74983562,-87.648867366,2024-07-07T19:00:00.000
MOTOR VEHICLE THEFT,41.999225342,-87.708684249,2024-07-07T19:00:00.000
MOTOR VEHICLE THEFT,41.94225382,-87.805660589,2024-07-07T19:00:00.000
MOTOR VEHICLE THEFT,41.908609283,-87.735078813,2024-07-07T19:00:00.000
ASSAULT,41.749359058,-87.696274413,2024-07-07T19:00:00.000
CRIMINAL DAMAGE,41.748943478,-87.706033709,2024-07-07T19:00:00.000
ASSAULT,41.768744095,-87.590161385,2024-07-07T19:00:00.000
BURGLARY,41.877505174,-87.690237119,2024-07-07T19:00:00.000
THEFT,41.917407385,-87.70579017,2024-07-07T19:05:00.000
ROBBERY,41.96473757,-87.703902932,2024-07-07T19:05:00.000
THEFT,41.958582522,-87.683742232,2024-07-07T19:10:00.000
ASSAULT,41.795289758,-87.641144813,2024-07-07T19:15:00.000
ASSAULT,41.822862974,-87.690509033,2024-07-07T19:18:00.000
ASSAULT,41.775144517,-87.683532573,2024-07-07T19:19:00.000
ROBBERY,41.980554579,-87.657928425,2024-07-07T19:20:00.000
BATTERY,41.80171934,-87.630703621,2024-07-07T19:21:00.000
ASSAULT,41.710486684,-87.605830377,2024-07-07T19:22:00.000
ASSAULT,41.779743198,-87.645227698,2024-07-07T19:27:00.000
ASSAULT,41.773756141,-87.621517588,2024-07-07T19:30:00.000
THEFT,41.904639093,-87.631468141,2024-07-07T19:30:00.000
CRIMINAL DAMAGE,41.80099297,-87.65504587,2024-07-07T19:30:00.000
THEFT,41.888599915,-87.632510468,2024-07-07T19:30:00.000
THEFT,41.970112264,-87.723508653,2024-07-07T19:30:00.000
THEFT,41.929743818,-87.684273777,2024-07-07T19:30:00.000
THEFT,41.866810739,-87.625817031,2024-07-07T19:39:00.000
BATTERY,41.790588412,-87.623986286,2024-07-07T19:43:00.000
BATTERY,41.754400648,-87.550635931,2024-07-07T19:44:00.000
CRIMINAL DAMAGE,41.865611597,-87.621391702,2024-07-07T19:45:00.000
ASSAULT,41.872709056,-87.624187857,2024-07-07T19:45:00.000
BATTERY,41.937231827,-87.746826163,2024-07-07T19:47:00.000
BATTERY,41.845367847,-87.692808835,2024-07-07T19:48:00.000
THEFT,41.750478799,-87.655053862,2024-07-07T19:50:00.000
OTHER OFFENSE,41.910462656,-87.716596813,2024-07-07T19:52:00.000
NARCOTICS,41.883488569,-87.712346719,2024-07-07T19:59:00.000
BATTERY,41.794672085,-87.623570871,2024-07-07T20:00:00.000
CRIMINAL DAMAGE,41.785268355,-87.614452924,2024-07-07T20:00:00.000
MOTOR VEHICLE THEFT,41.709819528,-87.629581096,2024-07-07T20:00:00.000
CRIMINAL TRESPASS,41.939622671,-87.674099046,2024-07-07T20:00:00.000
THEFT,41.989953469,-87.663552661,2024-07-07T20:00:00.000
MOTOR VEHICLE THEFT,41.999957184,-87.696047163,2024-07-07T20:00:00.000
THEFT,41.970588424,-87.726883539,2024-07-07T20:00:00.000
BATTERY,41.904767011,-87.695253454,2024-07-07T20:00:00.000
THEFT,41.812997542,-87.617686471,2024-07-07T20:00:00.000
WEAPONS VIOLATION,41.744597622,-87.649938029,2024-07-07T20:00:00.000
MOTOR VEHICLE THEFT,41.80615551,-87.66733378,2024-07-07T20:00:00.000
CRIMINAL TRESPASS,41.910421607,-87.680865532,2024-07-07T20:04:00.000
WEAPONS VIOLATION,41.909342516,-87.768227765,2024-07-07T20:06:00.000
NARCOTICS,41.767910191,-87.663873198,2024-07-07T20:07:00.000
WEAPONS VIOLATION,41.905319751,-87.692011564,2024-07-07T20:08:00.000
CRIMINAL DAMAGE,41.794672085,-87.623570871,2024-07-07T20:10:00.000
BATTERY,41.767982866,-87.662688425,2024-07-07T20:30:00.000
BATTERY,41.764361818,-87.643005844,2024-07-07T20:30:00.000
THEFT,41.801471934,-87.745439822,2024-07-07T20:30:00.000
OFFENSE INVOLVING CHILDREN,41.892258067,-87.747116577,2024-07-07T20:30:00.000
MOTOR VEHICLE THEFT,41.717949845,-87.598281348,2024-07-07T20:30:00.000
ROBBERY,41.709587685,-87.536490059,2024-07-07T20:30:00.000
THEFT,41.978830049,-87.736985394,2024-07-07T20:30:00.000
